_id,usuarioId,restauranteId,ordenId,calificacion,comentario,fecha
296b2266-bddb-418f-956e-76583bf460b0,18ffb3a0-c18c-4b88-babb-b3e1622d28a1,4cbd5b69-173b-434b-b4a3-7f55681c8621,77c7b181-c2f7-40b6-b013-84a486aed9c3,2,No me gustó,2023-01-06T00:00:00
e629ec31-c3ca-4cb8-8dbd-566d7aaf35b4,b93142c7-56a3-4ee1-bc79-03dffd335fa2,09b76e7e-b18c-4a09-85cd-020323ee52d5,481fcfe8-0fb9-4a79-a62b-6faad13b0635,3,Muy lento,2023-02-19T00:00:00
0c032ea7-6870-4dad-9daf-b0b5d0cdfd37,82c7bfae-0e4a-4279-abaa-43275586bb5c,7a14cb60-360e-411d-8124-2587403d99bc,e456a7df-a505-46e0-ab7d-730ada5ed325,4,Repetiré sin duda,2023-11-12T00:00:00
4451f5be-104d-49a2-8a20-368c8be6d972,67cf6830-1e7e-44a2-a19e-9c98075a322c,5673f809-d640-4bda-8aec-f77b8fa5e2de,a2fa18ea-b866-4852-bded-53ca18fea281,5,Excelente servicio,2024-07-26T00:00:00
f8529577-6b77-4919-b777-6667810c3616,37834091-1a84-4cdc-893d-8d03a2f7eb16,5673f809-d640-4bda-8aec-f77b8fa5e2de,52b0ba0c-8b94-48f4-97d5-55450de4da3c,5,Excelente servicio,2023-10-03T00:00:00
fa315ed1-18ea-45ad-a9ca-4f472fa54a9c,82c7bfae-0e4a-4279-abaa-43275586bb5c,5673f809-d640-4bda-8aec-f77b8fa5e2de,a29cb887-3347-4308-b75b-a765766afd7c,3,Excelente servicio,2023-09-21T00:00:00
30283aa2-3e94-4b53-890c-c6a308c60cea,33b54600-2cef-4517-876e-58bdcd149604,71d79bb9-5a38-4edd-ab64-84d23a4e38f7,bca3cba5-48a1-4e03-b990-ecc2e0995147,5,Muy lento,2023-01-13T00:00:00
223b1b17-7b9f-404b-86c4-b1231203d80f,4871fa34-de69-45fd-8035-b73fdead55f6,5673f809-d640-4bda-8aec-f77b8fa5e2de,69007b00-df7f-40cc-a0f7-8ce32dfa9e7f,5,Excelente servicio,2024-05-12T00:00:00
98c8ce7d-3efb-4225-9d4e-169389d00384,c24f9263-85ab-4424-8486-375f5cf004b3,7a14cb60-360e-411d-8124-2587403d99bc,81244f40-6f3f-4d7d-9895-3207f42e639d,2,Muy lento,2023-12-02T00:00:00
535a8c2e-402f-4bd0-bda3-dca863c67737,d4f888c5-fc99-48cf-8b46-fb47ef1943ab,78192632-d7f9-4f7d-a314-88e46bfa847a,98a599ee-2c0a-4511-af4d-cccf055a1897,3,Muy lento,2024-11-29T00:00:00
0b72cddd-d2a8-482a-9c88-f7f8c82f1a68,2dd63ad9-70bd-46a9-85f2-74eaa74c9f77,09b76e7e-b18c-4a09-85cd-020323ee52d5,9d206faa-86f2-433f-9983-c0522c72f673,5,Comida deliciosa,2023-06-12T00:00:00
4e80a604-836b-4abd-8f0e-794e5f08a283,be35523e-5475-4689-9987-f356d739cdac,7667ad23-fb02-4180-b065-00770e940cea,0e20d881-3f4c-4dd3-97e4-e85fdd734650,4,Comida deliciosa,2023-09-21T00:00:00
496a59b7-ce6f-44ac-8da4-190355a73902,aa864e83-483a-44fa-bc65-139381aa694a,7667ad23-fb02-4180-b065-00770e940cea,1b3f840d-b410-4486-a87b-95a090142ccc,4,Excelente servicio,2024-04-10T00:00:00
be3b788f-b663-4b77-9edf-ae08945fd875,f4bfe9c9-5d34-4e57-9d66-d2834092a9d8,5673f809-d640-4bda-8aec-f77b8fa5e2de,aefc617d-60db-4d9e-bfd7-f19ffb4ae334,4,Excelente servicio,2024-04-20T00:00:00
1cad517f-f9cf-41ab-ba01-63621d7f4f83,e2c9e3d9-4e08-4949-97e6-82dc7ec33d77,5673f809-d640-4bda-8aec-f77b8fa5e2de,6693c88e-302f-4342-9ff1-2cf11fee2a28,3,Excelente servicio,2024-12-14T00:00:00
451583fd-5d7c-4fc2-a49a-58aaef7492a8,aa864e83-483a-44fa-bc65-139381aa694a,c46e1201-6a77-4cac-bd36-fce9df768de8,e734f9d9-59c3-43e9-b096-0eb87387670f,5,No me gustó,2024-10-06T00:00:00
9cb925ce-16fe-42aa-9df6-d49662b0ca28,bcbb1873-233e-4d6f-83f7-856db5e262b4,5673f809-d640-4bda-8aec-f77b8fa5e2de,2b6a7bae-71da-48c9-aaec-acbacd0e0966,4,Repetiré sin duda,2023-02-16T00:00:00
3d5e402b-3ae3-4c1b-8e3a-5b0552541311,3abdf5cf-ea19-4a76-8e54-3e108b54889a,5673f809-d640-4bda-8aec-f77b8fa5e2de,ca1b2c7a-610f-4fd7-8177-758d330c4a4a,3,Muy lento,2023-11-13T00:00:00
3577144b-5fb7-4cf9-bcfe-ad585030cdcc,aa864e83-483a-44fa-bc65-139381aa694a,5673f809-d640-4bda-8aec-f77b8fa5e2de,3f284f90-01ce-4c94-8808-9cb1278d260f,5,Repetiré sin duda,2024-06-11T00:00:00
df2633b6-ee5d-4ab6-8edd-bb8a2a37db5b,c9ccd840-970a-41aa-8cc1-c34dd43b517c,4cbd5b69-173b-434b-b4a3-7f55681c8621,63cf4404-eba5-4078-8886-b3ad30cebd10,5,Repetiré sin duda,2023-01-25T00:00:00
265fbb8c-b92a-48fe-9588-3fbd6773bcd5,82c7bfae-0e4a-4279-abaa-43275586bb5c,71d79bb9-5a38-4edd-ab64-84d23a4e38f7,d9e87be6-2378-4a88-b451-87239dc01a81,5,No me gustó,2024-03-22T00:00:00
683aaf6b-0a22-48f7-a87c-badd545f16aa,07edcc38-e33a-49de-b1d2-e64e7b27f5ca,9cfc7b51-e39b-4539-94ca-a22ad0b0413b,edc01e8e-6479-427b-85a3-d9ac9c6f5c3c,3,Muy lento,2024-12-07T00:00:00
86e02d57-bb0d-4100-9dcb-5d6d986460ca,82c7bfae-0e4a-4279-abaa-43275586bb5c,71d79bb9-5a38-4edd-ab64-84d23a4e38f7,44d058d3-a22c-4e79-814e-ad79ea1bad24,4,Repetiré sin duda,2023-01-24T00:00:00
570ae488-dc6f-4199-8098-9b90e4e345e5,bcbb1873-233e-4d6f-83f7-856db5e262b4,09b76e7e-b18c-4a09-85cd-020323ee52d5,3d89e37e-ac53-48f6-adc1-c26c6d255758,4,Comida deliciosa,2023-04-10T00:00:00
f53e4b20-a018-454e-bb50-b54f4b4b6ed3,c9ccd840-970a-41aa-8cc1-c34dd43b517c,5673f809-d640-4bda-8aec-f77b8fa5e2de,1a710fb5-0593-445e-8605-5318a3371d15,4,Comida deliciosa,2023-04-01T00:00:00
102a16cf-af10-4f06-8c82-406638a715a8,c4511ec9-ce8d-4039-849b-6b26fb40fa99,5673f809-d640-4bda-8aec-f77b8fa5e2de,56797028-1e48-4e1a-bd64-cffb763eecc2,5,No me gustó,2023-09-05T00:00:00
51f674a6-ba57-4fad-a338-7ee3865690b5,c9ccd840-970a-41aa-8cc1-c34dd43b517c,4cbd5b69-173b-434b-b4a3-7f55681c8621,2a2873b0-bff1-4ca6-b872-8532d5b92445,4,Comida deliciosa,2023-02-10T00:00:00
83034ef2-ba2f-46c8-913c-1502ba7473f2,82c7bfae-0e4a-4279-abaa-43275586bb5c,5673f809-d640-4bda-8aec-f77b8fa5e2de,2a682cac-ab82-42d8-b4dd-ccdc67bafa12,5,Muy lento,2023-09-27T00:00:00
214bbc36-7135-4cc3-a6d9-be1613a82f7e,49b3acb7-3938-45bb-acbc-c6274374c120,78192632-d7f9-4f7d-a314-88e46bfa847a,a1e62782-a607-4b3e-8882-252ec6afc9a0,2,Repetiré sin duda,2024-03-24T00:00:00
71591bc6-670a-4d8f-a224-9228479bf707,aa864e83-483a-44fa-bc65-139381aa694a,5673f809-d640-4bda-8aec-f77b8fa5e2de,c379b98a-910a-4b46-96ee-9a35b2b448aa,5,Comida deliciosa,2023-02-15T00:00:00
5e426fd1-34ac-4ccd-b7d5-bdbe9c898d31,c9ccd840-970a-41aa-8cc1-c34dd43b517c,09b76e7e-b18c-4a09-85cd-020323ee52d5,7b17f533-a1a5-4f67-b7af-24086f972e63,5,Repetiré sin duda,2023-09-23T00:00:00
dcf713fa-74a7-4f53-b6a6-dde0479e8067,66c6a2f3-0113-4461-aa5e-fbff83eba0ae,09b76e7e-b18c-4a09-85cd-020323ee52d5,885d15d9-efde-4760-b9eb-a0f25c41c72e,5,Repetiré sin duda,2024-09-09T00:00:00
43cdb328-8ef4-4d79-a5a1-e54e741b0373,bcbb1873-233e-4d6f-83f7-856db5e262b4,71d79bb9-5a38-4edd-ab64-84d23a4e38f7,8c4877c2-8509-47f0-9f80-9f99e1f3e155,5,Comida deliciosa,2024-07-17T00:00:00
336340ba-bb75-4878-9a90-1e5f8f323991,e2c9e3d9-4e08-4949-97e6-82dc7ec33d77,7a14cb60-360e-411d-8124-2587403d99bc,98b1b232-6e36-4feb-abae-95d02cf2e2d2,5,Comida deliciosa,2023-10-17T00:00:00
ea0a8438-a31a-4c98-835e-06226aca97fa,aa864e83-483a-44fa-bc65-139381aa694a,78192632-d7f9-4f7d-a314-88e46bfa847a,3322a66f-8405-4926-a739-403edd2bf10c,5,No me gustó,2023-04-02T00:00:00
b29fce25-20d5-4486-b813-3eb3a0c78d51,82c7bfae-0e4a-4279-abaa-43275586bb5c,7a14cb60-360e-411d-8124-2587403d99bc,e456a7df-a505-46e0-ab7d-730ada5ed325,3,Comida deliciosa,2024-08-25T00:00:00
0dd17c0d-40a8-4051-89ef-2017919263cc,37834091-1a84-4cdc-893d-8d03a2f7eb16,5673f809-d640-4bda-8aec-f77b8fa5e2de,52b0ba0c-8b94-48f4-97d5-55450de4da3c,5,Repetiré sin duda,2024-04-24T00:00:00
21cfc95a-0ced-49d8-af5f-3a4501aa4f62,49b3acb7-3938-45bb-acbc-c6274374c120,5673f809-d640-4bda-8aec-f77b8fa5e2de,3bc696ec-9e00-4f9f-b475-ffe26563c085,5,Repetiré sin duda,2024-10-23T00:00:00
00e07de5-a649-481f-a608-55cec9e9018e,37834091-1a84-4cdc-893d-8d03a2f7eb16,5673f809-d640-4bda-8aec-f77b8fa5e2de,52b0ba0c-8b94-48f4-97d5-55450de4da3c,3,No me gustó,2024-11-11T00:00:00
d5ab4701-6a71-4607-bbf9-6369c9586c78,7c5d4ddb-8bb8-4721-8acf-f060d0b84c73,78192632-d7f9-4f7d-a314-88e46bfa847a,1e2eb6a9-5daa-4b9b-aa1b-62a9f2998770,4,Comida deliciosa,2023-03-26T00:00:00
7044aabc-002d-4f55-bff8-98b55f8b96e1,bcbb1873-233e-4d6f-83f7-856db5e262b4,5673f809-d640-4bda-8aec-f77b8fa5e2de,27a2f3bb-895d-490a-9530-481247e00d69,4,Comida deliciosa,2023-03-05T00:00:00
16a34a27-26a2-4d11-9a26-471121febe36,49b3acb7-3938-45bb-acbc-c6274374c120,5673f809-d640-4bda-8aec-f77b8fa5e2de,3bc696ec-9e00-4f9f-b475-ffe26563c085,3,No me gustó,2024-05-29T00:00:00
2e46d3f4-bf69-4036-a8b4-c335972d9664,c4511ec9-ce8d-4039-849b-6b26fb40fa99,5673f809-d640-4bda-8aec-f77b8fa5e2de,56797028-1e48-4e1a-bd64-cffb763eecc2,5,Excelente servicio,2024-03-01T00:00:00
90d1e239-5fcc-47e0-b243-b1f9c9c1fbb6,bcbb1873-233e-4d6f-83f7-856db5e262b4,9cfc7b51-e39b-4539-94ca-a22ad0b0413b,61bb2960-f343-48f9-9993-c04bd78d16fd,3,Repetiré sin duda,2024-01-29T00:00:00
7d502285-2c9e-4ca2-ac4c-30fb0c3b4d68,c9ccd840-970a-41aa-8cc1-c34dd43b517c,4cbd5b69-173b-434b-b4a3-7f55681c8621,63cf4404-eba5-4078-8886-b3ad30cebd10,3,Muy lento,2023-09-03T00:00:00
5ef4d7f1-4658-4eda-b81a-da129dfb67e6,c4511ec9-ce8d-4039-849b-6b26fb40fa99,5673f809-d640-4bda-8aec-f77b8fa5e2de,56797028-1e48-4e1a-bd64-cffb763eecc2,4,Muy lento,2023-06-01T00:00:00
8962e5c5-48b8-4b90-97c2-52eb2c62a418,aa864e83-483a-44fa-bc65-139381aa694a,5673f809-d640-4bda-8aec-f77b8fa5e2de,6cc9325a-ec2b-41e4-994a-0d58282c81fa,4,Muy lento,2023-07-29T00:00:00
da0ccb4f-afce-456c-b8ca-7ddae6ec856d,87eb49e0-8238-47d3-98f2-3f252241e744,5673f809-d640-4bda-8aec-f77b8fa5e2de,6c47ac5d-b25a-488e-86cc-acef683c89db,5,No me gustó,2023-06-25T00:00:00
85550b9f-681e-4d3e-bfbd-4197fa844684,e2c9e3d9-4e08-4949-97e6-82dc7ec33d77,5673f809-d640-4bda-8aec-f77b8fa5e2de,6693c88e-302f-4342-9ff1-2cf11fee2a28,5,Repetiré sin duda,2023-04-27T00:00:00
16089906-277f-4c55-84f3-c5d2fdb9029d,c9ccd840-970a-41aa-8cc1-c34dd43b517c,9cfc7b51-e39b-4539-94ca-a22ad0b0413b,dd8af992-de01-45db-817e-22f5a455c393,3,Muy lento,2023-01-02T00:00:00
99e1d3c5-c10c-4386-9e6a-b1140806314f,c9ccd840-970a-41aa-8cc1-c34dd43b517c,4cbd5b69-173b-434b-b4a3-7f55681c8621,63cf4404-eba5-4078-8886-b3ad30cebd10,4,Excelente servicio,2023-08-21T00:00:00
f3162e95-be4b-43ee-a796-6a4b7e8dd9b1,82c7bfae-0e4a-4279-abaa-43275586bb5c,78192632-d7f9-4f7d-a314-88e46bfa847a,eaaba49b-0202-42a0-ba50-a24007a5b8f1,3,Repetiré sin duda,2024-02-16T00:00:00
bbc6f9e6-97c2-4001-9ed3-b6bcf0dca129,82c7bfae-0e4a-4279-abaa-43275586bb5c,5673f809-d640-4bda-8aec-f77b8fa5e2de,aa5c189a-9667-4a51-bafd-3ced3b35724e,4,No me gustó,2023-01-24T00:00:00
3496dfba-3ceb-4638-9db0-9fbd7a4ae0b0,4646eb7d-ea5b-4e8e-9d05-0c47e8a72f6c,5673f809-d640-4bda-8aec-f77b8fa5e2de,a4378f48-68a9-4ee0-955f-717c20ac1c7a,4,Comida deliciosa,2024-03-06T00:00:00
b8807d85-c0f7-4cb1-a471-92823a241309,82c7bfae-0e4a-4279-abaa-43275586bb5c,78192632-d7f9-4f7d-a314-88e46bfa847a,eaaba49b-0202-42a0-ba50-a24007a5b8f1,5,Comida deliciosa,2023-09-28T00:00:00
1c14f514-fb9a-4367-8a65-9631fffb9ff7,49b3acb7-3938-45bb-acbc-c6274374c120,4cbd5b69-173b-434b-b4a3-7f55681c8621,036d93ce-3e8f-4474-8645-f9a823daf4c6,2,Excelente servicio,2024-03-23T00:00:00
4ac00875-a326-48ed-95a8-6ca93594f3f8,c9ccd840-970a-41aa-8cc1-c34dd43b517c,9cfc7b51-e39b-4539-94ca-a22ad0b0413b,dd8af992-de01-45db-817e-22f5a455c393,5,Comida deliciosa,2024-04-28T00:00:00
81cb4e5f-2c37-4e74-a478-dde565952d6c,bcbb1873-233e-4d6f-83f7-856db5e262b4,71d79bb9-5a38-4edd-ab64-84d23a4e38f7,4f6f6bff-dd4c-4d78-936e-0ca40f864ee0,2,Muy lento,2023-04-13T00:00:00
5f701b72-8535-492e-8087-32a658ad6bd3,bcbb1873-233e-4d6f-83f7-856db5e262b4,62dd6542-0044-4059-aa8b-b7bf6f017224,b97255f2-9e57-407c-a142-f538b9da9fa2,3,Excelente servicio,2024-04-03T00:00:00
496220c2-cf93-4530-9476-74270ee6e5cc,2dd63ad9-70bd-46a9-85f2-74eaa74c9f77,5673f809-d640-4bda-8aec-f77b8fa5e2de,4b9c9871-4e29-4d5e-9385-ae27876b8472,4,Muy lento,2023-04-15T00:00:00
9487af54-aca8-4c13-b5c7-79cf73f35299,07edcc38-e33a-49de-b1d2-e64e7b27f5ca,9cfc7b51-e39b-4539-94ca-a22ad0b0413b,edc01e8e-6479-427b-85a3-d9ac9c6f5c3c,3,Excelente servicio,2023-12-21T00:00:00
0473093f-0860-445e-843c-78fc2169988b,49b3acb7-3938-45bb-acbc-c6274374c120,09b76e7e-b18c-4a09-85cd-020323ee52d5,5308acc5-e746-497c-a9ff-438af55a9d82,4,Muy lento,2023-09-06T00:00:00
7cd7eccb-a609-4d98-a17a-4e65eb693c6a,7dfcc403-dab4-41be-9a17-548615329c4f,5673f809-d640-4bda-8aec-f77b8fa5e2de,e0703fef-9989-41a4-9eb9-e8a2b82d654a,5,Repetiré sin duda,2024-12-05T00:00:00
7b18414c-cbff-400a-8626-5c2205f56737,49b3acb7-3938-45bb-acbc-c6274374c120,62dd6542-0044-4059-aa8b-b7bf6f017224,45cdf2f4-9980-474f-b2f4-9bab4c1ab2cc,2,Excelente servicio,2024-01-29T00:00:00
e3c213ee-fc78-48cf-b39f-0422c0b43392,9a555d8e-224c-4000-bea1-3ac11a1cffc2,5673f809-d640-4bda-8aec-f77b8fa5e2de,7b8fa285-499a-4859-95d4-0e46e711e880,5,Comida deliciosa,2023-04-21T00:00:00
88adcdb7-5aef-4cc7-b550-09e0df96463d,67cf6830-1e7e-44a2-a19e-9c98075a322c,5673f809-d640-4bda-8aec-f77b8fa5e2de,a2fa18ea-b866-4852-bded-53ca18fea281,5,Excelente servicio,2024-07-03T00:00:00
7ff5fbe5-ba63-41ae-b814-c90eef7b24aa,41f51875-1eab-43ed-b83f-84be03e311b2,4cbd5b69-173b-434b-b4a3-7f55681c8621,f852bb1e-5fe9-4bc4-b4ec-49cb5c15aea8,3,Muy lento,2024-04-10T00:00:00
123d9179-14fd-4813-9590-544af7980714,c9ccd840-970a-41aa-8cc1-c34dd43b517c,09b76e7e-b18c-4a09-85cd-020323ee52d5,3418ad62-6b65-4749-b10a-02947fe3fcfb,2,Muy lento,2024-07-13T00:00:00
041f7afa-2cd2-49d7-a9c0-03f2eef1b9c1,82c7bfae-0e4a-4279-abaa-43275586bb5c,5673f809-d640-4bda-8aec-f77b8fa5e2de,a1084e58-4b2d-4cd0-8233-523d76ad8f62,4,Repetiré sin duda,2023-02-18T00:00:00
6ac5d080-372a-4d31-a99a-99bf5c2c5126,0bff6b4c-d8de-4960-838f-12dc58329663,5673f809-d640-4bda-8aec-f77b8fa5e2de,2aee0463-a39f-4a03-b5eb-ed5979456287,4,No me gustó,2023-05-31T00:00:00
ee90ffa1-952a-40f7-bdf3-a29043fbeb4f,c9ccd840-970a-41aa-8cc1-c34dd43b517c,78192632-d7f9-4f7d-a314-88e46bfa847a,ca4acfd5-57a2-4979-b004-f8c3a2a9ddb1,3,Comida deliciosa,2024-10-04T00:00:00
30122df3-5dbc-4029-8517-6df2edc6032b,82c7bfae-0e4a-4279-abaa-43275586bb5c,78192632-d7f9-4f7d-a314-88e46bfa847a,eaaba49b-0202-42a0-ba50-a24007a5b8f1,2,Excelente servicio,2024-04-29T00:00:00
70bcb244-4fcc-4809-a517-2f6d5b9dec3a,7c5d4ddb-8bb8-4721-8acf-f060d0b84c73,5673f809-d640-4bda-8aec-f77b8fa5e2de,2d4768b0-8862-4094-9988-8b0300666d50,3,No me gustó,2023-11-26T00:00:00
84e05ed7-37b8-4f81-8ae2-79abbad6b17d,9cfa7a6b-dcc9-41de-bc81-37fe9a42052d,c46e1201-6a77-4cac-bd36-fce9df768de8,9075c865-939e-42e0-be1e-399a8d86c2dc,4,No me gustó,2024-05-26T00:00:00
7597f6d5-81db-420d-9f1e-ca5650c4bb5e,3abdf5cf-ea19-4a76-8e54-3e108b54889a,71d79bb9-5a38-4edd-ab64-84d23a4e38f7,f083fbf1-7807-4850-b365-1851e731fb0a,3,Excelente servicio,2024-02-07T00:00:00
6f64b37f-f01e-4785-8fa2-4f40ade8be24,7c5d4ddb-8bb8-4721-8acf-f060d0b84c73,5673f809-d640-4bda-8aec-f77b8fa5e2de,2d4768b0-8862-4094-9988-8b0300666d50,5,No me gustó,2024-06-16T00:00:00
6806d44a-4582-410f-b365-45d21437a203,a168beff-b51a-45ae-8911-ce426a062e8e,7a14cb60-360e-411d-8124-2587403d99bc,fceeb2ca-ac37-4d2e-9a07-5b308c0fd53c,4,No me gustó,2024-02-19T00:00:00
ee2362c6-5984-4c55-bb9c-aa56a8b8e6b2,82c7bfae-0e4a-4279-abaa-43275586bb5c,71d79bb9-5a38-4edd-ab64-84d23a4e38f7,d9e87be6-2378-4a88-b451-87239dc01a81,1,No me gustó,2023-08-25T00:00:00
ecc88ae0-8e19-4b5e-9338-7f99c58a5faa,7c5d4ddb-8bb8-4721-8acf-f060d0b84c73,78192632-d7f9-4f7d-a314-88e46bfa847a,351e2a34-a3b1-49c6-9472-6712527ffdbb,1,Excelente servicio,2023-11-27T00:00:00
89386855-1e8f-4014-8773-b3e7c1eb4c3c,7c5d4ddb-8bb8-4721-8acf-f060d0b84c73,78192632-d7f9-4f7d-a314-88e46bfa847a,1e2eb6a9-5daa-4b9b-aa1b-62a9f2998770,3,Excelente servicio,2024-03-09T00:00:00
64c3b0f9-f859-42cb-a7ae-ea55291c347b,4646eb7d-ea5b-4e8e-9d05-0c47e8a72f6c,5673f809-d640-4bda-8aec-f77b8fa5e2de,0c5db54f-038c-4cc0-856a-4d9f00c9200f,4,No me gustó,2024-01-14T00:00:00
92de946a-973b-4708-925a-841f876eceed,bcbb1873-233e-4d6f-83f7-856db5e262b4,09b76e7e-b18c-4a09-85cd-020323ee52d5,bd101652-71f2-4c17-a874-3866e9d72aad,2,Repetiré sin duda,2024-09-22T00:00:00
250f2863-02dd-45a1-80fc-e83e27193925,82c7bfae-0e4a-4279-abaa-43275586bb5c,78192632-d7f9-4f7d-a314-88e46bfa847a,40e9f840-30e8-4d27-939e-5bc1efc84e04,4,Excelente servicio,2023-10-30T00:00:00
