userId,restaurantId,orderId,rating,comment,date
d6993a1d-4092-4706-8f36-6855bc912be6,1f5c0559-916c-4f60-8133-b479467c722f,9fd4b204-30b8-4dfe-8c5c-c90dc8937301,4,Comida deliciosa,2024-12-14T00:00:00
7ca0f9ec-5fdd-4bf3-872b-e8a1ec76f207,cb61af4e-20e9-46b2-8079-e6ee06ddfdc0,71ef534c-335c-45ae-9e69-4fe4cae7fdf0,1,Muy lento,2024-12-18T00:00:00
b1e3203c-9434-4592-aa77-984795fdf80f,1f5c0559-916c-4f60-8133-b479467c722f,316ddf50-49a1-4eb0-90a3-ae42cd3dde35,1,Comida deliciosa,2023-02-14T00:00:00
b9f21f17-aa44-46ad-a6e4-badae17d5615,cb61af4e-20e9-46b2-8079-e6ee06ddfdc0,82302e80-b020-4dd1-91fd-ef941aa15599,5,No me gustó,2024-11-20T00:00:00
67caeff7-274d-4390-be67-383f5339a5c0,9c87782d-81d0-496b-a1e3-030cb2df02bd,3a9198c2-fbc4-4669-9451-b42edae867a1,5,Excelente servicio,2023-12-02T00:00:00
09313e32-f83d-4b4b-a5d3-ad339a55a4e4,59338c02-2183-47db-8fe8-45c11e855cba,1224a9e8-eddf-405c-9355-b290b7736dba,2,No me gustó,2024-07-31T00:00:00
9c1b3312-d5bd-4a19-acd5-b367ddc1f31f,9c87782d-81d0-496b-a1e3-030cb2df02bd,8cce9aff-36ff-4318-9655-380d6a3a737a,1,No me gustó,2024-01-23T00:00:00
035d2394-9f0c-43d3-b5f1-d66e07c26c5f,cf55bb40-3079-4a09-9c42-03f7616f304c,3d1c89e9-7606-47eb-ac78-e0d0412d22bd,2,Muy lento,2023-05-25T00:00:00
693f2cc3-0022-4196-9212-86a3641b2d0f,1f5c0559-916c-4f60-8133-b479467c722f,bde7bc0f-c23d-43ad-b9dd-9cb57499ae0c,3,Comida deliciosa,2023-09-30T00:00:00
d2cb6e2e-c492-4616-babc-aab25e5213a9,9c87782d-81d0-496b-a1e3-030cb2df02bd,918a043c-8aac-44d4-a318-27d284f95e08,4,Comida deliciosa,2024-06-21T00:00:00
1946669d-6a5e-4ee8-996f-f9e6ecb713d7,49727cb3-48e9-4e9a-9df2-062039db6815,ecdf249b-e733-401e-a04b-eda1963febc2,3,Comida deliciosa,2024-03-10T00:00:00
f1e8a31b-5378-4927-8422-f19337aa6b1c,59338c02-2183-47db-8fe8-45c11e855cba,9cf1e6d5-b27c-4cf2-913f-22506ec67c31,4,Comida deliciosa,2024-10-08T00:00:00
78a6a9d5-7d4b-4641-8efd-9152939520d6,cf55bb40-3079-4a09-9c42-03f7616f304c,dae41f04-c846-4531-b175-d92165bda21f,5,No me gustó,2024-12-23T00:00:00
f57c29ac-b472-49e3-a65a-4cae568b7c54,1f5c0559-916c-4f60-8133-b479467c722f,d2bf9b52-0110-484e-8caa-d007877cb4f1,2,Muy lento,2023-08-26T00:00:00
7e2b2fbb-6fa0-45eb-b649-15b0795f4494,59338c02-2183-47db-8fe8-45c11e855cba,45368f5c-f31c-42bf-900b-6f7c1aa1de86,2,Muy lento,2024-06-09T00:00:00
e35d22b5-e9ce-4858-a6d2-5f54edb1f60b,49727cb3-48e9-4e9a-9df2-062039db6815,db21c528-121b-4ea8-8af4-e3434470a4b0,5,Muy lento,2024-04-27T00:00:00
85fe271e-b1f0-4e97-b44d-f1c18bf4d4a3,09e6015b-da8f-4b41-bef5-758aea2fd399,af349679-e4cf-47c8-b2c2-3a7e967a5147,4,No me gustó,2024-06-25T00:00:00
2304cfc8-99a0-449e-aba0-73bb5b15b415,1f5c0559-916c-4f60-8133-b479467c722f,51114912-8571-428a-abce-5515765a8e73,4,Muy lento,2023-12-12T00:00:00
6446f378-3832-4c0c-b568-195933dab808,54f1c8c9-f29a-42c2-8f6d-e548e95aa104,2b90fb71-806f-471f-aee2-119d76764b8f,5,Excelente servicio,2024-06-15T00:00:00
ae6596ed-5f9b-4f09-be44-ec00f0baa0e4,cb61af4e-20e9-46b2-8079-e6ee06ddfdc0,98d0305d-2cbc-41af-b944-f5d0b2bbdf70,5,Repetiré sin duda,2023-08-15T00:00:00
873d8bed-9f54-47bf-8bf0-751c3ccda510,59338c02-2183-47db-8fe8-45c11e855cba,7e585864-19ce-40ac-8a77-4be1600ea406,1,Repetiré sin duda,2023-03-04T00:00:00
5f97ae51-2d0a-46d8-9107-fdd3465333bc,cb61af4e-20e9-46b2-8079-e6ee06ddfdc0,af3625ab-b3f2-44d2-8f63-ef114174f6e4,3,Excelente servicio,2023-11-02T00:00:00
c4a6d3db-9c77-44ef-9028-3e879acb993f,9c87782d-81d0-496b-a1e3-030cb2df02bd,e80d9ca2-13cf-4df0-a853-cbca7497010f,4,Muy lento,2024-06-22T00:00:00
d353c8d5-b007-40a5-bf00-80f33203e977,59338c02-2183-47db-8fe8-45c11e855cba,fbe3bebe-0a0f-4835-94b9-1ec0513a7c9f,5,Comida deliciosa,2023-03-24T00:00:00
da4f2315-5346-416b-acd5-ede51e4be3b8,1f5c0559-916c-4f60-8133-b479467c722f,38c61244-4b95-44ea-aa6e-d18ab5bed136,2,Repetiré sin duda,2024-05-18T00:00:00
8d76fad0-86eb-457e-8480-3855da13a4cd,59338c02-2183-47db-8fe8-45c11e855cba,7164f6ac-5ce6-4482-a212-e4f5ee141bfb,3,No me gustó,2024-06-01T00:00:00
2134d1d2-422e-4952-8f6c-e691cce38b19,49727cb3-48e9-4e9a-9df2-062039db6815,fe26207a-0772-44af-b367-c83fc1e4df8b,2,No me gustó,2023-08-20T00:00:00
3cd973f4-8a93-46bb-b4d1-55d11ef351c3,54f1c8c9-f29a-42c2-8f6d-e548e95aa104,163d73cb-d2a8-4c12-8dcd-4011b69f984e,1,Repetiré sin duda,2023-06-09T00:00:00
28fbe51f-8577-4792-9f7e-607191e04a68,1f5c0559-916c-4f60-8133-b479467c722f,6c7ec6ca-da15-4455-aa80-9d8610078122,2,No me gustó,2024-08-20T00:00:00
4160c051-a48a-4d91-a56c-c847d0386b32,9c87782d-81d0-496b-a1e3-030cb2df02bd,f919acb8-579c-4833-915d-06c8f0b882d4,1,Comida deliciosa,2023-07-09T00:00:00
ed15188d-a908-405e-94da-e0da1e3994c7,9c87782d-81d0-496b-a1e3-030cb2df02bd,6d7ecb9e-2ef0-4b5d-af76-d3de6f274677,1,No me gustó,2024-03-29T00:00:00
c9b8d49d-c19c-4388-bae4-f580cf917aa0,9c87782d-81d0-496b-a1e3-030cb2df02bd,585a8c39-8634-4f56-8cb6-36b3c29e8670,5,No me gustó,2024-11-09T00:00:00
86fd50b4-bffd-44b8-a2d1-d5b60b7e4094,9c87782d-81d0-496b-a1e3-030cb2df02bd,06d7e115-c423-4fab-bde5-c9ab4a360a5b,1,No me gustó,2023-11-16T00:00:00
797020b1-57fd-4fe3-a48f-60349d0b82af,49727cb3-48e9-4e9a-9df2-062039db6815,f7098ba5-612d-442f-8c8a-9091e811e582,1,Comida deliciosa,2024-06-28T00:00:00
5499f6ab-7846-47dc-a515-a1645bc704b8,09e6015b-da8f-4b41-bef5-758aea2fd399,fb898ee7-a01c-4446-b0cb-dd850e8b4d24,3,Excelente servicio,2024-09-30T00:00:00
e88cbbfb-8bb7-4007-8028-cf9d7ade64aa,59338c02-2183-47db-8fe8-45c11e855cba,df3425ce-78a7-4063-aa29-214b92638d3d,5,Muy lento,2024-03-26T00:00:00
87605f08-bef0-4fed-9c3b-a1e413a9cf3c,59338c02-2183-47db-8fe8-45c11e855cba,f8105bb7-69cb-4ea0-b4a7-450e5569ecbb,4,Repetiré sin duda,2023-11-08T00:00:00
8c82a165-326b-4edf-8460-df6cb0ca782b,1f5c0559-916c-4f60-8133-b479467c722f,795396b1-5e95-470d-885d-4888bd38afd5,3,Repetiré sin duda,2024-02-07T00:00:00
e0cd9d1f-9632-406b-b3fa-9fa4bf6604ee,cf55bb40-3079-4a09-9c42-03f7616f304c,b9f497b3-5df6-4731-974c-a3e8b58ae634,4,No me gustó,2023-04-05T00:00:00
02ef6e91-78ad-4802-a7fe-b4f63861ab85,59338c02-2183-47db-8fe8-45c11e855cba,da8fc5d6-eda6-4978-a4af-a8cc9b2cf8a1,2,Excelente servicio,2023-06-11T00:00:00
d175b4dc-bd58-4dbd-bd53-7f96008ee441,09e6015b-da8f-4b41-bef5-758aea2fd399,e9aba47b-fa90-44c6-9f70-5fceacfdd46f,1,Comida deliciosa,2023-05-13T00:00:00
1aafbe65-02a5-4cf2-92e0-57fc43d7d924,9c87782d-81d0-496b-a1e3-030cb2df02bd,05e6e879-ce7d-4d1e-9f8c-968ff29314bf,4,Muy lento,2023-12-31T00:00:00
149063f4-5af0-4dfa-879b-94def40e19ec,f1403ffc-67d0-41d3-938b-508ee61fe92e,9468708d-9554-4e81-8569-1ca570e9699d,3,Excelente servicio,2023-09-30T00:00:00
c9164770-7ab8-4a72-9601-7069df7aaf88,1f5c0559-916c-4f60-8133-b479467c722f,2ea9a67a-3a73-4d03-a5f2-e2ef22a671a8,2,Excelente servicio,2024-07-06T00:00:00
e8a497c8-44b4-4917-a39e-e541d94cff5d,1f5c0559-916c-4f60-8133-b479467c722f,6b73df47-548b-4127-bd9f-386f5a58803d,1,No me gustó,2024-09-09T00:00:00
95382370-5aaa-4740-b099-faf3dbaa581e,59338c02-2183-47db-8fe8-45c11e855cba,57a737f0-2c24-462c-a24c-017ea35ab146,2,Repetiré sin duda,2024-07-21T00:00:00
3d5996ce-4f05-4742-b262-50e9db3d08b4,49727cb3-48e9-4e9a-9df2-062039db6815,e3811181-cf9c-46da-a892-0352af4ec639,5,Excelente servicio,2024-02-18T00:00:00
b34c8729-5aa8-4ecd-981c-6e1b375b4ed3,54f1c8c9-f29a-42c2-8f6d-e548e95aa104,14268763-c944-42f9-9dbc-7b9820d6aee6,3,Muy lento,2023-06-18T00:00:00
f1672e16-fae1-4e7b-afd8-714afb26cd8c,1f5c0559-916c-4f60-8133-b479467c722f,1caf8ac9-444a-46df-aea7-3bf113309f42,1,Muy lento,2023-08-27T00:00:00
17516f43-cbc6-4f4c-8197-6bbb8e152a95,54f1c8c9-f29a-42c2-8f6d-e548e95aa104,1b366987-3fbf-4d3a-86cd-dafaf45c732e,5,Comida deliciosa,2024-06-02T00:00:00
f0aec463-7b49-470d-9d8e-8563034b38a2,1f5c0559-916c-4f60-8133-b479467c722f,2422680d-0459-4c63-8c04-a8a60eca1133,3,Comida deliciosa,2024-06-25T00:00:00
76ef2646-b109-4bda-87bd-136b74aca56f,cb61af4e-20e9-46b2-8079-e6ee06ddfdc0,641e46c2-5a10-4f0b-a757-6edc5c1c8c56,4,Comida deliciosa,2024-01-07T00:00:00
a1a60567-f05f-476e-b64c-97127ba5367e,cf55bb40-3079-4a09-9c42-03f7616f304c,ac1c927f-2869-4450-8201-78d669793d44,5,Muy lento,2023-05-18T00:00:00
bf572930-dbcf-404a-b429-3125631f959b,cf55bb40-3079-4a09-9c42-03f7616f304c,9ab657ee-4b9e-460a-b5d4-b55f8a9c7a68,5,Muy lento,2024-02-26T00:00:00
9e6c9466-d183-486b-9aa6-405c59e98b28,54f1c8c9-f29a-42c2-8f6d-e548e95aa104,d9983604-6dcf-49d7-94d2-dbb8658ce19f,4,Excelente servicio,2024-12-03T00:00:00
57248511-b524-4d2a-9b85-c8b499dad891,59338c02-2183-47db-8fe8-45c11e855cba,ba9abb84-1db8-4c84-94b9-fb0891f01683,4,Comida deliciosa,2024-07-28T00:00:00
121419e7-efa3-4973-964e-038f05212bb6,9c87782d-81d0-496b-a1e3-030cb2df02bd,8b879051-46a2-4d4b-a3bf-5a92d49c6137,5,Repetiré sin duda,2024-05-28T00:00:00
df6ef80c-fc2d-4bda-ac29-ccbccb67e06f,09e6015b-da8f-4b41-bef5-758aea2fd399,3861a51a-0053-49ba-8ef5-04a280a8a43d,5,Comida deliciosa,2024-11-15T00:00:00
81e05d99-ae20-4b76-b275-3b747b80ab97,49727cb3-48e9-4e9a-9df2-062039db6815,f29f9e5c-0df8-4f53-8f7f-7874b8440505,2,Muy lento,2023-08-20T00:00:00
f1ecd455-0190-43d4-9296-83018a134bf5,f1403ffc-67d0-41d3-938b-508ee61fe92e,fe034bd7-da50-44cb-952f-58a843690063,2,No me gustó,2023-10-28T00:00:00
a891f4eb-2ff9-47d7-b4b7-ccee0d79f413,f1403ffc-67d0-41d3-938b-508ee61fe92e,a3791ed2-aae9-4703-b9af-3e4742cd7b06,2,No me gustó,2024-12-04T00:00:00
dfb7f31a-f432-4c5b-8991-75dfb60233f6,cf55bb40-3079-4a09-9c42-03f7616f304c,1c3d314b-a355-4742-98a0-83d5f20b4c80,2,Comida deliciosa,2023-11-14T00:00:00
2ff9f36a-076e-46f5-9710-039d7ec249e2,9c87782d-81d0-496b-a1e3-030cb2df02bd,0fdc2e42-6592-4dca-81a2-6215aa987f7c,3,No me gustó,2024-02-18T00:00:00
e28ef728-ecc8-4970-ae4d-31232c0f744c,9c87782d-81d0-496b-a1e3-030cb2df02bd,2a4e7fa4-5557-4ca9-b6ca-397e6478ed42,3,No me gustó,2023-02-22T00:00:00
94292a50-fc00-4bf6-8fd4-74ad06088d1d,cb61af4e-20e9-46b2-8079-e6ee06ddfdc0,9c1526ef-57cf-4d25-8487-0ec316b5326e,3,Muy lento,2024-11-06T00:00:00
e707a6ee-152f-4193-9eed-c610e8a95527,1f5c0559-916c-4f60-8133-b479467c722f,909e34c1-fb7f-4f41-81b1-4f3c5c913f2d,1,No me gustó,2023-11-19T00:00:00
af08e8f8-c210-4c2b-a136-4e216b4f6e6a,1f5c0559-916c-4f60-8133-b479467c722f,e35a3bcb-426d-4b84-8fb3-41d0ae586f70,5,No me gustó,2024-02-04T00:00:00
d8e20bff-e36e-4d26-9b8d-87db03d93947,09e6015b-da8f-4b41-bef5-758aea2fd399,c093c248-7a6a-4022-a65b-e645d4c3ab96,1,Muy lento,2024-12-30T00:00:00
089ec96a-c745-426e-9d6a-bd19d168e113,49727cb3-48e9-4e9a-9df2-062039db6815,5a041ea6-a3e5-4976-ae93-84f42d257a2b,3,Comida deliciosa,2024-12-24T00:00:00
e7495d96-1fc9-485e-b01a-bce648156687,49727cb3-48e9-4e9a-9df2-062039db6815,8c261f24-37ca-4211-a1f5-1ee4370eb280,4,No me gustó,2023-12-22T00:00:00
d38bb149-09b9-459f-a734-b6e3e78e85e8,54f1c8c9-f29a-42c2-8f6d-e548e95aa104,12b02c9a-31ee-4ee3-96ca-5cc1e3e886eb,4,Muy lento,2024-05-04T00:00:00
a0e3a533-ed69-406f-8657-1eaac2b8a480,1f5c0559-916c-4f60-8133-b479467c722f,e5c3d3d5-01a4-4799-987f-81c2b56393db,5,Excelente servicio,2024-05-16T00:00:00
997c2550-cb18-4304-8536-f1c70a3f4d31,9c87782d-81d0-496b-a1e3-030cb2df02bd,4090a473-9a1f-49c6-83b7-00294478b79f,5,Comida deliciosa,2024-11-18T00:00:00
d4799dea-cdab-4d5b-a580-00c717492ffb,49727cb3-48e9-4e9a-9df2-062039db6815,e80d08a9-5bd7-44f2-872e-bb72e0749478,1,Comida deliciosa,2024-03-28T00:00:00
f3a75622-848b-4e92-b07f-5e370cb9740c,1f5c0559-916c-4f60-8133-b479467c722f,e8d9c904-64d2-447a-b385-326fd22d8dc5,3,Excelente servicio,2023-11-28T00:00:00
08bb550b-b5cd-4344-85d3-7e971a8b9e22,f1403ffc-67d0-41d3-938b-508ee61fe92e,e85e7c2b-1f98-477e-aa0f-4bffa5af20d9,3,Excelente servicio,2024-10-31T00:00:00
72e066d4-5c5e-44ae-9faa-6fa257f24d2b,09e6015b-da8f-4b41-bef5-758aea2fd399,e7c074d7-cfcd-4752-961c-a40eb86cf28a,4,Comida deliciosa,2023-08-15T00:00:00
a82b28e4-7d76-4277-b2ca-d3d0b843dba5,54f1c8c9-f29a-42c2-8f6d-e548e95aa104,6abd4d60-094c-4935-8502-d015defdb826,5,Repetiré sin duda,2024-06-22T00:00:00
75e7582c-4644-4dcf-ba30-da624928e468,1f5c0559-916c-4f60-8133-b479467c722f,581fc027-1a9a-4e41-bc5c-b6371b77d846,3,Comida deliciosa,2023-07-21T00:00:00
532c2c55-9b51-479e-9760-546d4a426c88,9c87782d-81d0-496b-a1e3-030cb2df02bd,e01d7477-0957-4169-927f-9e35cf4010dc,5,Excelente servicio,2024-08-24T00:00:00
70494410-a0ef-4a64-827b-884abcbcd3d1,9c87782d-81d0-496b-a1e3-030cb2df02bd,0f4dec57-a0be-46ec-9409-6d5c19a64264,4,Muy lento,2023-09-19T00:00:00
0078fe5a-c5bd-4446-9bd4-dd83f2be8ea2,f1403ffc-67d0-41d3-938b-508ee61fe92e,ff74b55a-7224-45bc-b489-04f0dca64d22,5,Excelente servicio,2023-12-17T00:00:00
b886caa1-641f-44b4-9ba8-31a7500fcb50,59338c02-2183-47db-8fe8-45c11e855cba,62e2b096-dea8-43e7-8036-6f61766ccb63,3,No me gustó,2023-10-22T00:00:00
7a86ffc6-a873-42fe-96fe-602d5e85e42d,59338c02-2183-47db-8fe8-45c11e855cba,4c55eaf9-01b3-4f68-aba4-bfc0458190f4,3,Comida deliciosa,2024-05-11T00:00:00
bb4eb1ea-e8c1-420c-a396-697a22d3de39,54f1c8c9-f29a-42c2-8f6d-e548e95aa104,b240c079-f917-475b-8977-cc04b43b18e6,4,Repetiré sin duda,2023-01-10T00:00:00
fe683803-be83-44b2-899a-2477f70e8e98,59338c02-2183-47db-8fe8-45c11e855cba,6f8ccabf-9f4f-4095-872f-1f3280d1393c,3,Muy lento,2023-12-29T00:00:00
10ae766b-058d-46c4-86a1-549816dc30c6,59338c02-2183-47db-8fe8-45c11e855cba,90bf9ae5-9609-40fa-9d40-5397959a698e,1,Comida deliciosa,2023-08-07T00:00:00
8bdbaff0-0b4c-4b02-898f-e82b178bb7ae,59338c02-2183-47db-8fe8-45c11e855cba,8cf714ed-4d01-447e-aca4-d06e452a682c,3,No me gustó,2023-01-17T00:00:00
883e5f27-10e2-4a38-8445-c8315d62ca8f,09e6015b-da8f-4b41-bef5-758aea2fd399,720cd1e5-f5df-41c8-9022-31e87bd56d80,2,Comida deliciosa,2023-01-29T00:00:00
a3947886-a657-4593-8182-fd8e71e49e8f,49727cb3-48e9-4e9a-9df2-062039db6815,92384db4-fc27-4f74-a95c-b0dfe37df978,1,Comida deliciosa,2024-10-26T00:00:00
