_id,restauranteId,nombre,descripcion,precio,categoria,imagenId
0a1f89ac-bee2-47ff-8426-150e00a866e6,22f9e9ce-9b29-4c59-b668-bd5d1111bef0,Platillo 486310,Delicioso platillo preparado con ingredientes frescos.,39.03,entrada,64e436b9-0010-4c4c-802f-42cc03711e5c
d9e852b9-bdd9-4404-8452-11ab32d176ee,22f9e9ce-9b29-4c59-b668-bd5d1111bef0,Platillo e423b3,Delicioso platillo preparado con ingredientes frescos.,65.59,entrada,d17671d2-8cc0-4b78-b8e4-dc5d1b73aefb
17f8d084-0d8b-4724-a822-5ea2b5bf5ba6,22f9e9ce-9b29-4c59-b668-bd5d1111bef0,Platillo 4ea79b,Delicioso platillo preparado con ingredientes frescos.,58.68,plato fuerte,f45fb2ac-996c-4468-a644-e5031113a484
e2602354-b65d-4443-9b7a-6650130a05aa,22f9e9ce-9b29-4c59-b668-bd5d1111bef0,Platillo 3c2acf,Delicioso platillo preparado con ingredientes frescos.,97.54,entrada,a7e81153-1499-4b57-b46f-a87dde5a91ae
dd5d72a3-2b23-455c-a908-7c59261ba6ce,22f9e9ce-9b29-4c59-b668-bd5d1111bef0,Platillo 3571fe,Delicioso platillo preparado con ingredientes frescos.,93.43,postre,ed264e5f-e77e-40af-be10-8b2c8d5c273f
d82a0783-d9b8-4acb-bbaf-cfb14ae3e76d,64e70b19-352a-4d08-9e6a-249baec89cfa,Platillo 8f4caa,Delicioso platillo preparado con ingredientes frescos.,32.39,postre,468f7bd3-b302-490a-8509-45cb49ff25dd
5a48839e-551c-463c-a503-9c6dd3ddbf22,64e70b19-352a-4d08-9e6a-249baec89cfa,Platillo 8d8e44,Delicioso platillo preparado con ingredientes frescos.,83.07,bebida,c54dc21a-8f80-4b5e-a3af-f5404b246689
0620b8d7-da26-4ff7-8f89-87b822950de3,64e70b19-352a-4d08-9e6a-249baec89cfa,Platillo d9f6a3,Delicioso platillo preparado con ingredientes frescos.,76.51,plato fuerte,62bca704-226c-4747-8d72-db176ae0f486
80336034-6b0a-414f-89c3-35e59aedd429,64e70b19-352a-4d08-9e6a-249baec89cfa,Platillo 2926fc,Delicioso platillo preparado con ingredientes frescos.,50.26,plato fuerte,f073fa50-b123-4f41-b3da-56d5dce954ee
d7ed750a-fcc8-4730-9d9a-ecc872f71e4c,64e70b19-352a-4d08-9e6a-249baec89cfa,Platillo ecd26c,Delicioso platillo preparado con ingredientes frescos.,81.69,postre,a384ea03-a15a-4dcf-96f4-198f1af3c027
a9d01cc4-d373-4684-a3ff-11969d76f4dc,13b58a4d-54e2-4132-b35c-d069f115c848,Platillo bbce9a,Delicioso platillo preparado con ingredientes frescos.,57.17,entrada,fb82be67-cf42-4ed3-855a-0f5b3d4cae75
14f23e16-4c5d-4c6f-b2e3-a6b0797b11a4,13b58a4d-54e2-4132-b35c-d069f115c848,Platillo cc245b,Delicioso platillo preparado con ingredientes frescos.,45.54,entrada,02981b64-0036-40a8-8580-7406c596e17a
1dba5312-7d7c-4099-b80a-8ff8613861ea,13b58a4d-54e2-4132-b35c-d069f115c848,Platillo 623841,Delicioso platillo preparado con ingredientes frescos.,74.57,bebida,8c9a3c9f-8894-41c3-86dd-7d400db85c9c
2bc8488d-be58-4af4-9e8a-7d54dbce4a9c,13b58a4d-54e2-4132-b35c-d069f115c848,Platillo 703f01,Delicioso platillo preparado con ingredientes frescos.,68.16,bebida,2c13dbe1-ced3-4824-a505-194c5fd70121
67f298b4-12f4-4dd0-9d90-6e57a1cfaf1c,13b58a4d-54e2-4132-b35c-d069f115c848,Platillo 3a3cea,Delicioso platillo preparado con ingredientes frescos.,95.27,postre,3c5305d5-0d33-43d4-8f65-99b1843ae674
21bc2b61-5fb8-4362-9499-84842fc27cc0,c770db2c-1dd3-44be-b86e-355b7f51a8b7,Platillo 74625e,Delicioso platillo preparado con ingredientes frescos.,51.47,postre,6ae8841c-0d84-4f2c-98e1-3aeef36a4fdc
aecbd6ea-db66-4acd-9afb-01288be77595,c770db2c-1dd3-44be-b86e-355b7f51a8b7,Platillo a547b7,Delicioso platillo preparado con ingredientes frescos.,42.27,entrada,c0a93ab2-532c-4b25-8d79-c2c5cab3685c
8c2c4460-e240-4cb2-9c64-62b3f4b90688,c770db2c-1dd3-44be-b86e-355b7f51a8b7,Platillo a0c387,Delicioso platillo preparado con ingredientes frescos.,55.48,plato fuerte,d699c6d7-625b-44e4-b7ed-a3772db8eb20
e4e2bdc5-c1e2-45d0-848e-89ebaf932941,c770db2c-1dd3-44be-b86e-355b7f51a8b7,Platillo e98b8b,Delicioso platillo preparado con ingredientes frescos.,62.47,postre,3f363df3-7d47-4a39-bbfd-8803a2bf926c
f8bede5e-db6e-4a13-97ff-b820423c0cc7,c770db2c-1dd3-44be-b86e-355b7f51a8b7,Platillo b2ae42,Delicioso platillo preparado con ingredientes frescos.,40.62,postre,2eb7a3a5-e6ee-4879-911c-9e3fdacc9ca7
ce8f82d9-1813-4784-9905-b76b15164d4b,e795e0fe-b9a2-4ce4-b735-9d6992fe1b3e,Platillo 24ca81,Delicioso platillo preparado con ingredientes frescos.,86.42,entrada,97ccdd19-53d6-4045-8795-634d299024b6
474af805-0d15-410c-8cdb-520ad0f09a79,e795e0fe-b9a2-4ce4-b735-9d6992fe1b3e,Platillo c6c981,Delicioso platillo preparado con ingredientes frescos.,47.36,postre,208b463b-591d-4eae-839c-73fd28f051c9
60609d64-b74d-49fe-92a7-59fccda5c8e5,e795e0fe-b9a2-4ce4-b735-9d6992fe1b3e,Platillo 857c53,Delicioso platillo preparado con ingredientes frescos.,91.62,entrada,7cf84b94-8129-44ec-afe2-d49dbc73faf7
355f369e-a9ca-4d99-8a31-2d7ffa2d57ef,e795e0fe-b9a2-4ce4-b735-9d6992fe1b3e,Platillo e67a83,Delicioso platillo preparado con ingredientes frescos.,40.97,bebida,a3b11135-826b-4ae0-8954-28a327fe9dcc
c99855e5-901a-4a61-bbb5-6318581bfc69,e795e0fe-b9a2-4ce4-b735-9d6992fe1b3e,Platillo 5482a8,Delicioso platillo preparado con ingredientes frescos.,38.76,plato fuerte,3a19890f-3560-43fa-8155-f990a12434ea
6a9cae3a-7565-4818-a403-c6c1fc498202,f3622cae-f794-41b3-b176-4367aba2df3f,Platillo 9b010a,Delicioso platillo preparado con ingredientes frescos.,44.78,bebida,495fb9af-0bc9-490e-9886-c855eb2b4ca4
54c40a10-5f10-4f76-a6ff-e4cec9d723e0,f3622cae-f794-41b3-b176-4367aba2df3f,Platillo cf4527,Delicioso platillo preparado con ingredientes frescos.,81.8,entrada,f57fff9c-3807-4ecd-bf79-d163c5bca0d6
7046bd52-6586-4b6b-8dbe-fbf1bed5c1ee,f3622cae-f794-41b3-b176-4367aba2df3f,Platillo 4d1545,Delicioso platillo preparado con ingredientes frescos.,81.7,plato fuerte,66dceb1c-be48-43e8-8528-52f9f9fa24d6
d756a3a5-bf95-44bb-97e6-cb5fc5e43b33,f3622cae-f794-41b3-b176-4367aba2df3f,Platillo 598d22,Delicioso platillo preparado con ingredientes frescos.,30.51,postre,e904353b-d65a-4267-9203-fc68fde05fbf
e11ace9b-6546-48c7-b4ff-1f2a89f6d168,f3622cae-f794-41b3-b176-4367aba2df3f,Platillo c58784,Delicioso platillo preparado con ingredientes frescos.,39.48,plato fuerte,c075227a-cfab-4f2a-a409-8e19b72bea55
c9e48726-7384-46d3-9769-1073d3f2d946,650b0871-2e2a-4a19-ae1e-e543c56f7cc5,Platillo 17eea5,Delicioso platillo preparado con ingredientes frescos.,43.32,bebida,e70c976f-4769-4b6b-b991-6c2439a299b3
8b8478f0-3ee0-49d2-85e2-532b0d3b5c6c,650b0871-2e2a-4a19-ae1e-e543c56f7cc5,Platillo a1002a,Delicioso platillo preparado con ingredientes frescos.,84.91,postre,9273d885-818b-4ab5-9322-360b9b09b954
311e5aac-6d1d-44f4-84b9-8526d49aef16,650b0871-2e2a-4a19-ae1e-e543c56f7cc5,Platillo aae083,Delicioso platillo preparado con ingredientes frescos.,99.78,plato fuerte,ca2cf9c5-8ae9-4dc1-8fef-998e51528720
dc9d62ff-7dd9-4cc6-b3ed-21591ef772c4,650b0871-2e2a-4a19-ae1e-e543c56f7cc5,Platillo 027542,Delicioso platillo preparado con ingredientes frescos.,30.18,postre,5d29d3b4-c972-4247-a3ba-e15ac855fc97
79ecb324-4f0f-483c-b651-50fccbbbfdca,650b0871-2e2a-4a19-ae1e-e543c56f7cc5,Platillo 35cc9b,Delicioso platillo preparado con ingredientes frescos.,86.33,plato fuerte,aa4514eb-8ee6-4655-88b3-bc35295ad6e4
