_id,usuarioId,restauranteId,fecha,estado,total,items
8057e205-1f8d-45e3-b278-0516b32ea090,28a6a0ea-3185-44ce-aa88-59b60ad37a37,f3622cae-f794-41b3-b176-4367aba2df3f,2023-07-24T00:00:00,cancelado,81.7,"[{'menuItemId': '7046bd52-6586-4b6b-8dbe-fbf1bed5c1ee', 'cantidad': 1}]"
eb3731d7-4366-47da-a41b-ed12800e7ebf,d4f35dd1-c7b5-42c3-85ec-19da3686ec1c,64e70b19-352a-4d08-9e6a-249baec89cfa,2023-01-13T00:00:00,entregado,64.78,"[{'menuItemId': 'd82a0783-d9b8-4acb-bbaf-cfb14ae3e76d', 'cantidad': 2}]"
3ce43c11-ce07-4b74-8b16-cb9adeeac4a9,e922a4da-c238-4f5a-86e6-ff6b6a6a10d8,f3622cae-f794-41b3-b176-4367aba2df3f,2024-05-26T00:00:00,cancelado,535.1,"[{'menuItemId': '54c40a10-5f10-4f76-a6ff-e4cec9d723e0', 'cantidad': 3}, {'menuItemId': 'e11ace9b-6546-48c7-b4ff-1f2a89f6d168', 'cantidad': 3}, {'menuItemId': '6a9cae3a-7565-4818-a403-c6c1fc498202', 'cantidad': 2}, {'menuItemId': '7046bd52-6586-4b6b-8dbe-fbf1bed5c1ee', 'cantidad': 1}]"
2a6d9118-e1cc-4565-a43a-f9ed32ee42d6,96dc8d7c-0221-4e62-988e-07b8b21b2b2e,3738412c-9d22-4b76-a8f2-4a50a5f82e02,2023-04-05T00:00:00,entregado,421.86,"[{'menuItemId': 'd6479c4b-4ab3-40ea-84d2-4d35a9d63ae3', 'cantidad': 3}, {'menuItemId': 'f9a5ac4d-ceb2-4256-a383-f0dbfe0dcae0', 'cantidad': 1}, {'menuItemId': '9c5bda69-ca67-4864-b888-01bd5da61fb3', 'cantidad': 3}]"
08636158-4b97-4e1e-b716-ce488d224b6d,d524cf3f-2703-48df-b174-ba8205a11649,e795e0fe-b9a2-4ce4-b735-9d6992fe1b3e,2023-01-06T00:00:00,entregado,259.26,"[{'menuItemId': 'ce8f82d9-1813-4784-9905-b76b15164d4b', 'cantidad': 3}]"
b43ce62b-5295-4d38-90eb-47afcd728aac,eec6032f-bef6-428a-8820-554262216e4b,3b0ddef6-005b-4ebd-b9b5-75242bca19fc,2024-10-02T00:00:00,pendiente,248.5,"[{'menuItemId': 'c5b800d8-1429-450f-b989-485c1bdba7bf', 'cantidad': 1}, {'menuItemId': '4cb967f4-041f-4cb6-ad91-50dcc6d23b04', 'cantidad': 3}, {'menuItemId': '3b1700d2-ace9-4cf6-ba91-d12737818420', 'cantidad': 1}]"
4fd86cf7-3190-4aa1-801a-d48027877117,6e24354f-8c68-47fc-8bfb-5a4419f1484d,3b0ddef6-005b-4ebd-b9b5-75242bca19fc,2023-09-29T00:00:00,entregado,291.33,"[{'menuItemId': '3b1700d2-ace9-4cf6-ba91-d12737818420', 'cantidad': 3}]"
f1993aa9-a41b-4b78-a867-0e4936333c09,da297681-cda2-4893-b338-f05688c0ce22,f3622cae-f794-41b3-b176-4367aba2df3f,2023-02-01T00:00:00,cancelado,333.89,"[{'menuItemId': 'd756a3a5-bf95-44bb-97e6-cb5fc5e43b33', 'cantidad': 3}, {'menuItemId': 'e11ace9b-6546-48c7-b4ff-1f2a89f6d168', 'cantidad': 2}, {'menuItemId': '7046bd52-6586-4b6b-8dbe-fbf1bed5c1ee', 'cantidad': 2}]"
de41e8b3-4479-4716-bc7e-2a2f754b13ba,104ca620-cb9c-4963-a246-56770435f9ea,c770db2c-1dd3-44be-b86e-355b7f51a8b7,2024-11-14T00:00:00,cancelado,271.95,"[{'menuItemId': 'aecbd6ea-db66-4acd-9afb-01288be77595', 'cantidad': 2}, {'menuItemId': 'e4e2bdc5-c1e2-45d0-848e-89ebaf932941', 'cantidad': 3}]"
140d7cdf-1301-477e-a209-b84212e4ab0f,aa403444-3ba3-4ec7-ab12-40b6a3354ae9,1e28c03d-1130-4fcc-bd9e-f4bdcd4f67da,2023-12-24T00:00:00,cancelado,247.38,"[{'menuItemId': '5565e071-822e-4690-a38a-ac9de0aeebd6', 'cantidad': 3}]"
f4eea56f-97a7-4fa8-a74d-f94bffd640ca,420cde2d-c954-45ca-8c76-02854700c677,e795e0fe-b9a2-4ce4-b735-9d6992fe1b3e,2024-02-08T00:00:00,cancelado,224.21,"[{'menuItemId': '355f369e-a9ca-4d99-8a31-2d7ffa2d57ef', 'cantidad': 1}, {'menuItemId': '60609d64-b74d-49fe-92a7-59fccda5c8e5', 'cantidad': 2}]"
0a2c6910-1fdd-40cd-819e-1f339296c3ab,1ce32713-8230-43eb-a76a-19fd7d816261,3738412c-9d22-4b76-a8f2-4a50a5f82e02,2024-06-05T00:00:00,enviado,392.9,"[{'menuItemId': 'f9a5ac4d-ceb2-4256-a383-f0dbfe0dcae0', 'cantidad': 3}, {'menuItemId': 'd6479c4b-4ab3-40ea-84d2-4d35a9d63ae3', 'cantidad': 1}, {'menuItemId': '1e0a8d96-120f-43dc-82e9-1cb742decc77', 'cantidad': 1}]"
eba5429a-28f2-4862-8a1c-14ae0a65cdc7,420cde2d-c954-45ca-8c76-02854700c677,64e70b19-352a-4d08-9e6a-249baec89cfa,2023-05-08T00:00:00,entregado,507.93,"[{'menuItemId': '5a48839e-551c-463c-a503-9c6dd3ddbf22', 'cantidad': 3}, {'menuItemId': '0620b8d7-da26-4ff7-8f89-87b822950de3', 'cantidad': 1}, {'menuItemId': '80336034-6b0a-414f-89c3-35e59aedd429', 'cantidad': 2}, {'menuItemId': 'd7ed750a-fcc8-4730-9d9a-ecc872f71e4c', 'cantidad': 1}]"
9faad1e3-7a68-4b81-ab7a-fbde8ce1f57f,0aeecf4d-b52a-49bc-a591-3aaecf922987,e795e0fe-b9a2-4ce4-b735-9d6992fe1b3e,2024-01-06T00:00:00,cancelado,308.12,"[{'menuItemId': 'c99855e5-901a-4a61-bbb5-6318581bfc69', 'cantidad': 2}, {'menuItemId': '474af805-0d15-410c-8cdb-520ad0f09a79', 'cantidad': 1}, {'menuItemId': '60609d64-b74d-49fe-92a7-59fccda5c8e5', 'cantidad': 2}]"
95b91354-6905-4968-8b61-b0e67be5e2ef,7b8d852c-94da-45aa-83f8-5646cc64909d,f3622cae-f794-41b3-b176-4367aba2df3f,2024-08-10T00:00:00,entregado,44.78,"[{'menuItemId': '6a9cae3a-7565-4818-a403-c6c1fc498202', 'cantidad': 1}]"
c1b38b88-f737-4ff0-afb2-1fec000f2321,969b725b-8966-4ce7-9ac7-5f7e30bb5da8,3738412c-9d22-4b76-a8f2-4a50a5f82e02,2024-09-13T00:00:00,pendiente,572.86,"[{'menuItemId': 'd6479c4b-4ab3-40ea-84d2-4d35a9d63ae3', 'cantidad': 1}, {'menuItemId': 'f9a5ac4d-ceb2-4256-a383-f0dbfe0dcae0', 'cantidad': 3}, {'menuItemId': '9c5bda69-ca67-4864-b888-01bd5da61fb3', 'cantidad': 3}, {'menuItemId': '6689802d-91f3-42d2-91d7-f1f287b89da8', 'cantidad': 2}]"
bce88c68-3a02-4c97-affa-20a9a475ffb3,7b8d852c-94da-45aa-83f8-5646cc64909d,13b58a4d-54e2-4132-b35c-d069f115c848,2024-02-28T00:00:00,pendiente,114.34,"[{'menuItemId': 'a9d01cc4-d373-4684-a3ff-11969d76f4dc', 'cantidad': 2}]"
f3b98384-1514-4e81-8b54-a463a1b1e567,aa403444-3ba3-4ec7-ab12-40b6a3354ae9,22f9e9ce-9b29-4c59-b668-bd5d1111bef0,2024-09-28T00:00:00,entregado,848.18,"[{'menuItemId': 'd9e852b9-bdd9-4404-8452-11ab32d176ee', 'cantidad': 3}, {'menuItemId': 'dd5d72a3-2b23-455c-a908-7c59261ba6ce', 'cantidad': 3}, {'menuItemId': 'e2602354-b65d-4443-9b7a-6650130a05aa', 'cantidad': 2}, {'menuItemId': '17f8d084-0d8b-4724-a822-5ea2b5bf5ba6', 'cantidad': 3}]"
3f8fc382-bc65-452b-9c0a-e99aac7ed552,7d32ceb8-df5f-43c8-b004-e73385c736d6,64e70b19-352a-4d08-9e6a-249baec89cfa,2024-03-13T00:00:00,entregado,245.07,"[{'menuItemId': 'd7ed750a-fcc8-4730-9d9a-ecc872f71e4c', 'cantidad': 3}]"
e79d2d65-ef06-49fd-947f-66705f5368f1,4aaa51e8-b392-4bb9-8441-0fe31280162a,64e70b19-352a-4d08-9e6a-249baec89cfa,2024-01-01T00:00:00,entregado,412.71,"[{'menuItemId': '80336034-6b0a-414f-89c3-35e59aedd429', 'cantidad': 3}, {'menuItemId': '5a48839e-551c-463c-a503-9c6dd3ddbf22', 'cantidad': 1}, {'menuItemId': 'd82a0783-d9b8-4acb-bbaf-cfb14ae3e76d', 'cantidad': 3}, {'menuItemId': 'd7ed750a-fcc8-4730-9d9a-ecc872f71e4c', 'cantidad': 1}]"
a9e3bf28-fdda-46f1-bbc8-4c1eec9b1a7f,f28b07b8-4967-4015-a5c1-0d34c9c63183,13b58a4d-54e2-4132-b35c-d069f115c848,2024-05-05T00:00:00,cancelado,280.88,"[{'menuItemId': 'a9d01cc4-d373-4684-a3ff-11969d76f4dc', 'cantidad': 1}, {'menuItemId': '1dba5312-7d7c-4099-b80a-8ff8613861ea', 'cantidad': 3}]"
70c96a16-5077-4afb-b01a-054e39de3727,965d6eca-e99e-4352-98ae-c5bb3ae26f64,13b58a4d-54e2-4132-b35c-d069f115c848,2023-10-02T00:00:00,enviado,519.02,"[{'menuItemId': 'a9d01cc4-d373-4684-a3ff-11969d76f4dc', 'cantidad': 3}, {'menuItemId': '14f23e16-4c5d-4c6f-b2e3-a6b0797b11a4', 'cantidad': 3}, {'menuItemId': '2bc8488d-be58-4af4-9e8a-7d54dbce4a9c', 'cantidad': 2}, {'menuItemId': '1dba5312-7d7c-4099-b80a-8ff8613861ea', 'cantidad': 1}]"
122ec9a8-f0fa-4dae-a55c-2aa6cea4257f,8dcfbdbf-e014-45cd-b7d4-f4b6fc29b929,c770db2c-1dd3-44be-b86e-355b7f51a8b7,2024-04-05T00:00:00,entregado,394.22,"[{'menuItemId': '8c2c4460-e240-4cb2-9c64-62b3f4b90688', 'cantidad': 1}, {'menuItemId': '21bc2b61-5fb8-4362-9499-84842fc27cc0', 'cantidad': 3}, {'menuItemId': 'f8bede5e-db6e-4a13-97ff-b820423c0cc7', 'cantidad': 3}, {'menuItemId': 'e4e2bdc5-c1e2-45d0-848e-89ebaf932941', 'cantidad': 1}]"
d1507820-22d3-4a06-961e-c690e8cec3b3,eed31fbd-86a3-434c-9eea-f026c4bed2ec,3738412c-9d22-4b76-a8f2-4a50a5f82e02,2023-07-01T00:00:00,cancelado,470.0,"[{'menuItemId': '1e0a8d96-120f-43dc-82e9-1cb742decc77', 'cantidad': 1}, {'menuItemId': '9c5bda69-ca67-4864-b888-01bd5da61fb3', 'cantidad': 3}, {'menuItemId': 'f9a5ac4d-ceb2-4256-a383-f0dbfe0dcae0', 'cantidad': 1}, {'menuItemId': '6689802d-91f3-42d2-91d7-f1f287b89da8', 'cantidad': 3}]"
2513a25b-ccf0-4075-ae12-ed0b833f9e68,d524cf3f-2703-48df-b174-ba8205a11649,64e70b19-352a-4d08-9e6a-249baec89cfa,2023-01-18T00:00:00,cancelado,100.52,"[{'menuItemId': '80336034-6b0a-414f-89c3-35e59aedd429', 'cantidad': 2}]"
bdadfd9d-7b43-4cc4-ac7c-f4db96bb576d,e922a4da-c238-4f5a-86e6-ff6b6a6a10d8,e795e0fe-b9a2-4ce4-b735-9d6992fe1b3e,2024-03-07T00:00:00,enviado,537.94,"[{'menuItemId': 'ce8f82d9-1813-4784-9905-b76b15164d4b', 'cantidad': 1}, {'menuItemId': '355f369e-a9ca-4d99-8a31-2d7ffa2d57ef', 'cantidad': 2}, {'menuItemId': '60609d64-b74d-49fe-92a7-59fccda5c8e5', 'cantidad': 3}, {'menuItemId': '474af805-0d15-410c-8cdb-520ad0f09a79', 'cantidad': 2}]"
7ecc3f16-de21-4b6a-a3ca-25783a0fa06c,6e24354f-8c68-47fc-8bfb-5a4419f1484d,f3622cae-f794-41b3-b176-4367aba2df3f,2023-10-18T00:00:00,entregado,123.74,"[{'menuItemId': 'e11ace9b-6546-48c7-b4ff-1f2a89f6d168', 'cantidad': 2}, {'menuItemId': '6a9cae3a-7565-4818-a403-c6c1fc498202', 'cantidad': 1}]"
9701bb42-8b8a-4da3-b448-133d17ee71fa,96dc8d7c-0221-4e62-988e-07b8b21b2b2e,c770db2c-1dd3-44be-b86e-355b7f51a8b7,2023-10-13T00:00:00,entregado,207.06,"[{'menuItemId': '8c2c4460-e240-4cb2-9c64-62b3f4b90688', 'cantidad': 3}, {'menuItemId': 'f8bede5e-db6e-4a13-97ff-b820423c0cc7', 'cantidad': 1}]"
305979c1-6cb1-41fa-9dec-141ec05efe3b,1e6a9a40-ee4f-43a4-988a-86a10a9ece08,c770db2c-1dd3-44be-b86e-355b7f51a8b7,2024-11-08T00:00:00,cancelado,314.22,"[{'menuItemId': 'e4e2bdc5-c1e2-45d0-848e-89ebaf932941', 'cantidad': 3}, {'menuItemId': 'aecbd6ea-db66-4acd-9afb-01288be77595', 'cantidad': 3}]"
a06d1d31-a846-45b5-b8cc-d17e7d0fe758,2d4ebe68-0b3c-4007-8330-2f3bea64ea8e,f3622cae-f794-41b3-b176-4367aba2df3f,2024-03-21T00:00:00,cancelado,255.13,"[{'menuItemId': '54c40a10-5f10-4f76-a6ff-e4cec9d723e0', 'cantidad': 2}, {'menuItemId': 'd756a3a5-bf95-44bb-97e6-cb5fc5e43b33', 'cantidad': 3}]"
aea929b1-f424-4f48-a5fd-48cd1c492db7,2d4ebe68-0b3c-4007-8330-2f3bea64ea8e,650b0871-2e2a-4a19-ae1e-e543c56f7cc5,2023-06-13T00:00:00,enviado,375.01,"[{'menuItemId': '8b8478f0-3ee0-49d2-85e2-532b0d3b5c6c', 'cantidad': 1}, {'menuItemId': '311e5aac-6d1d-44f4-84b9-8526d49aef16', 'cantidad': 2}, {'menuItemId': 'dc9d62ff-7dd9-4cc6-b3ed-21591ef772c4', 'cantidad': 3}]"
0846e8ab-78b4-4fdc-9042-f9803dd0e12f,969b725b-8966-4ce7-9ac7-5f7e30bb5da8,3b0ddef6-005b-4ebd-b9b5-75242bca19fc,2024-03-16T00:00:00,cancelado,39.72,"[{'menuItemId': '4cb967f4-041f-4cb6-ad91-50dcc6d23b04', 'cantidad': 1}]"
b06a2873-3d4c-40b4-8779-a4467c9d8b93,fbea2c2f-df13-44e0-ad99-f481c8f16106,c770db2c-1dd3-44be-b86e-355b7f51a8b7,2023-07-09T00:00:00,cancelado,288.3,"[{'menuItemId': '8c2c4460-e240-4cb2-9c64-62b3f4b90688', 'cantidad': 3}, {'menuItemId': 'f8bede5e-db6e-4a13-97ff-b820423c0cc7', 'cantidad': 3}]"
171a9e22-f7ba-41ec-a4fe-19cfab3bc79d,e922a4da-c238-4f5a-86e6-ff6b6a6a10d8,1e28c03d-1130-4fcc-bd9e-f4bdcd4f67da,2024-11-18T00:00:00,pendiente,460.91,"[{'menuItemId': '1d5efe25-69b2-4c04-828b-295b2630bb83', 'cantidad': 3}, {'menuItemId': '7724dcd9-5c86-4ea0-8bdc-efc9a7dea662', 'cantidad': 3}, {'menuItemId': 'c2ee16ca-8782-4540-bb74-925fba77e3cc', 'cantidad': 1}, {'menuItemId': '5565e071-822e-4690-a38a-ac9de0aeebd6', 'cantidad': 1}]"
fece0c1b-5965-4ed3-9d65-861a759ebdc7,da297681-cda2-4893-b338-f05688c0ce22,3b0ddef6-005b-4ebd-b9b5-75242bca19fc,2023-07-03T00:00:00,enviado,430.6,"[{'menuItemId': 'ce848bad-92db-44e8-8da1-0a08c2c76ec0', 'cantidad': 3}, {'menuItemId': 'c5b800d8-1429-450f-b989-485c1bdba7bf', 'cantidad': 2}, {'menuItemId': '3ab6fea2-cd4b-4c02-b5d6-f031b742652e', 'cantidad': 2}]"
74f2e70e-c842-43cd-868c-6c97fe9c04cc,fbea2c2f-df13-44e0-ad99-f481c8f16106,22f9e9ce-9b29-4c59-b668-bd5d1111bef0,2024-09-08T00:00:00,cancelado,78.06,"[{'menuItemId': '0a1f89ac-bee2-47ff-8426-150e00a866e6', 'cantidad': 2}]"
e93af693-3037-45ab-9558-c61ce43516d4,420cde2d-c954-45ca-8c76-02854700c677,c770db2c-1dd3-44be-b86e-355b7f51a8b7,2023-05-05T00:00:00,cancelado,110.96,"[{'menuItemId': '8c2c4460-e240-4cb2-9c64-62b3f4b90688', 'cantidad': 2}]"
8cf2ae14-d384-41e3-8adb-202222395414,8aba33e0-2be5-4496-bfae-17ed24974933,64e70b19-352a-4d08-9e6a-249baec89cfa,2023-08-24T00:00:00,enviado,645.06,"[{'menuItemId': 'd7ed750a-fcc8-4730-9d9a-ecc872f71e4c', 'cantidad': 3}, {'menuItemId': '5a48839e-551c-463c-a503-9c6dd3ddbf22', 'cantidad': 3}, {'menuItemId': '80336034-6b0a-414f-89c3-35e59aedd429', 'cantidad': 3}]"
afe8b38b-8f3c-43fb-8801-3cbc2f256fc4,96dc8d7c-0221-4e62-988e-07b8b21b2b2e,13b58a4d-54e2-4132-b35c-d069f115c848,2024-08-28T00:00:00,entregado,474.08,"[{'menuItemId': '2bc8488d-be58-4af4-9e8a-7d54dbce4a9c', 'cantidad': 1}, {'menuItemId': '67f298b4-12f4-4dd0-9d90-6e57a1cfaf1c', 'cantidad': 3}, {'menuItemId': '1dba5312-7d7c-4099-b80a-8ff8613861ea', 'cantidad': 1}, {'menuItemId': '14f23e16-4c5d-4c6f-b2e3-a6b0797b11a4', 'cantidad': 1}]"
5646a0bf-91a4-4792-ba53-36ecda0c9f26,1a47aa9c-6f4e-490c-9ec4-cd1d828c683e,f3622cae-f794-41b3-b176-4367aba2df3f,2023-05-02T00:00:00,enviado,528.77,"[{'menuItemId': '6a9cae3a-7565-4818-a403-c6c1fc498202', 'cantidad': 2}, {'menuItemId': '54c40a10-5f10-4f76-a6ff-e4cec9d723e0', 'cantidad': 2}, {'menuItemId': '7046bd52-6586-4b6b-8dbe-fbf1bed5c1ee', 'cantidad': 3}, {'menuItemId': 'd756a3a5-bf95-44bb-97e6-cb5fc5e43b33', 'cantidad': 1}]"
5d9a5969-cfdb-4e73-b5e1-55740c52f6cc,eed31fbd-86a3-434c-9eea-f026c4bed2ec,22f9e9ce-9b29-4c59-b668-bd5d1111bef0,2023-03-01T00:00:00,enviado,479.82,"[{'menuItemId': 'dd5d72a3-2b23-455c-a908-7c59261ba6ce', 'cantidad': 2}, {'menuItemId': 'e2602354-b65d-4443-9b7a-6650130a05aa', 'cantidad': 1}, {'menuItemId': '0a1f89ac-bee2-47ff-8426-150e00a866e6', 'cantidad': 2}, {'menuItemId': '17f8d084-0d8b-4724-a822-5ea2b5bf5ba6', 'cantidad': 2}]"
bc96ae43-4e16-4152-a358-865201517c50,c2958239-0c25-401b-8b94-1ae901095606,3b0ddef6-005b-4ebd-b9b5-75242bca19fc,2024-01-08T00:00:00,entregado,363.85,"[{'menuItemId': '4cb967f4-041f-4cb6-ad91-50dcc6d23b04', 'cantidad': 3}, {'menuItemId': '3ab6fea2-cd4b-4c02-b5d6-f031b742652e', 'cantidad': 1}, {'menuItemId': 'c5b800d8-1429-450f-b989-485c1bdba7bf', 'cantidad': 3}, {'menuItemId': 'ce848bad-92db-44e8-8da1-0a08c2c76ec0', 'cantidad': 1}]"
a031acac-a01d-4d25-971e-9b4dd5b6f0e3,4ed347c8-6d77-4b00-8cf3-efe6f9f3a42c,1e28c03d-1130-4fcc-bd9e-f4bdcd4f67da,2024-09-07T00:00:00,cancelado,321.35,"[{'menuItemId': 'c2ee16ca-8782-4540-bb74-925fba77e3cc', 'cantidad': 1}, {'menuItemId': '7724dcd9-5c86-4ea0-8bdc-efc9a7dea662', 'cantidad': 1}, {'menuItemId': '5565e071-822e-4690-a38a-ac9de0aeebd6', 'cantidad': 2}]"
0b59b43b-6070-42b8-908f-2b76838d90cb,fbea2c2f-df13-44e0-ad99-f481c8f16106,1e28c03d-1130-4fcc-bd9e-f4bdcd4f67da,2024-01-11T00:00:00,pendiente,624.34,"[{'menuItemId': 'c2ee16ca-8782-4540-bb74-925fba77e3cc', 'cantidad': 3}, {'menuItemId': '7724dcd9-5c86-4ea0-8bdc-efc9a7dea662', 'cantidad': 2}, {'menuItemId': 'd15ff9ab-c8a7-427f-9984-ac1ed7eb44f1', 'cantidad': 3}, {'menuItemId': '1d5efe25-69b2-4c04-828b-295b2630bb83', 'cantidad': 1}]"
acd7ca05-7dd4-40b4-a40f-dd158f8644d9,7b8d852c-94da-45aa-83f8-5646cc64909d,13b58a4d-54e2-4132-b35c-d069f115c848,2023-10-11T00:00:00,cancelado,473.73,"[{'menuItemId': '1dba5312-7d7c-4099-b80a-8ff8613861ea', 'cantidad': 3}, {'menuItemId': '2bc8488d-be58-4af4-9e8a-7d54dbce4a9c', 'cantidad': 3}, {'menuItemId': '14f23e16-4c5d-4c6f-b2e3-a6b0797b11a4', 'cantidad': 1}]"
dad65e2d-d2d5-4b3f-ba2e-9ff50114b9da,1ce32713-8230-43eb-a76a-19fd7d816261,650b0871-2e2a-4a19-ae1e-e543c56f7cc5,2023-01-02T00:00:00,pendiente,585.36,"[{'menuItemId': '311e5aac-6d1d-44f4-84b9-8526d49aef16', 'cantidad': 2}, {'menuItemId': 'c9e48726-7384-46d3-9769-1073d3f2d946', 'cantidad': 1}, {'menuItemId': '79ecb324-4f0f-483c-b651-50fccbbbfdca', 'cantidad': 2}, {'menuItemId': '8b8478f0-3ee0-49d2-85e2-532b0d3b5c6c', 'cantidad': 2}]"
9a478122-4665-4f13-8850-c57629c35642,57ee598f-f1d1-4198-835f-3fa0c2d8eb62,3738412c-9d22-4b76-a8f2-4a50a5f82e02,2023-10-19T00:00:00,pendiente,77.46,"[{'menuItemId': '9c5bda69-ca67-4864-b888-01bd5da61fb3', 'cantidad': 2}]"
a422ac04-1054-4219-a27a-1f8271dd33bf,3b925d77-8215-457a-b09d-a016b9dace58,3738412c-9d22-4b76-a8f2-4a50a5f82e02,2023-10-05T00:00:00,pendiente,210.39,"[{'menuItemId': '1e0a8d96-120f-43dc-82e9-1cb742decc77', 'cantidad': 3}]"
91848cbf-ea86-4639-8ab6-dfc279a7694b,1a47aa9c-6f4e-490c-9ec4-cd1d828c683e,e795e0fe-b9a2-4ce4-b735-9d6992fe1b3e,2023-07-10T00:00:00,pendiente,312.54,"[{'menuItemId': '474af805-0d15-410c-8cdb-520ad0f09a79', 'cantidad': 1}, {'menuItemId': '60609d64-b74d-49fe-92a7-59fccda5c8e5', 'cantidad': 2}, {'menuItemId': '355f369e-a9ca-4d99-8a31-2d7ffa2d57ef', 'cantidad': 2}]"
