id,userId,restaurantId,date,status,total,items
a240c4f793d6440284d0d35e,158487c536d3459c99c163f2,f014b48cb2ef4623b6b6f1ff,2023-04-06,entregado,211.47,"[{""menuItemId"": ""d11560d69a6f4a34be8174d3"", ""quantity"": 2}]"
8bceea7263dd4df3bef63189,0ddec402dc494a60891e9195,dcf994a7fb4241c680267d00,2023-04-07,enviado,154.14,"[{""menuItemId"": ""dc3c2a6ea368458eba71088d"", ""quantity"": 2}]"
8f7fbb0be91f47f3a8fa4f66,9e9446d6dcc04a5aa3ed5db5,012d072e27fe41ac99200dc7,2023-04-08,cancelado,234.43,"[{""menuItemId"": ""8f47ffbb2dcc4988b7ae06ee"", ""quantity"": 3}]"
37cb6cc7c6f549ea94922bcb,8d0b12f2be05444cb7ed86db,3dc081fa6825497fa4e7ff0c,2023-04-09,enviado,177.1,"[{""menuItemId"": ""6f43f9787be842e1a7ab8bd6"", ""quantity"": 3}]"
14832fbc26c54d63957ff817,580428a46b924b3e8846b9eb,dcf994a7fb4241c680267d00,2023-04-10,entregado,128.48,"[{""menuItemId"": ""e210f13e793a463fb28bde4b"", ""quantity"": 2}]"
34958a29a30f4cfeaeb66cca,9e9446d6dcc04a5aa3ed5db5,3dc081fa6825497fa4e7ff0c,2023-04-11,cancelado,209.55,"[{""menuItemId"": ""9fd12e78ca5947a4b3cbc1d1"", ""quantity"": 3}]"
74f496ca2df14231afb11920,6d9cce8cbcc44421b305fb61,d8fc3f8e20bd4448a13e75a4,2023-04-12,enviado,139.71,"[{""menuItemId"": ""c5dbe88aee34480c810beab4"", ""quantity"": 1}]"
ac07cb5b160e4f01b2de01c7,580428a46b924b3e8846b9eb,d8fc3f8e20bd4448a13e75a4,2023-04-13,pendiente,62.03,"[{""menuItemId"": ""7de2cab73da045728b45e9ac"", ""quantity"": 3}]"
101eba6c38bb4eaf9882dd1f,580428a46b924b3e8846b9eb,dcf994a7fb4241c680267d00,2023-04-14,pendiente,136.53,"[{""menuItemId"": ""d87fdacd0f104564a471f32e"", ""quantity"": 2}]"
d747a8ee36734849a22433c2,0ddec402dc494a60891e9195,3dc081fa6825497fa4e7ff0c,2023-04-15,enviado,180.82,"[{""menuItemId"": ""f1ff7feb4ce146c48ea62cf5"", ""quantity"": 2}]"
55ec204df2ad46ec8476eb71,8d0b12f2be05444cb7ed86db,012d072e27fe41ac99200dc7,2023-04-16,enviado,153.46,"[{""menuItemId"": ""1e1f7667164c47ca9ce1ec23"", ""quantity"": 3}]"
43da35dfd901448386593794,8d0b12f2be05444cb7ed86db,012d072e27fe41ac99200dc7,2023-04-17,pendiente,80.77,"[{""menuItemId"": ""1e1f7667164c47ca9ce1ec23"", ""quantity"": 3}]"
1c0d5af4508848f18f5642a4,9e9446d6dcc04a5aa3ed5db5,3dc081fa6825497fa4e7ff0c,2023-04-18,entregado,76.91,"[{""menuItemId"": ""3c63d5b57d6c4dc0b45900ea"", ""quantity"": 3}]"
9fa7e4fbf72b487aa715b6d0,0ddec402dc494a60891e9195,f014b48cb2ef4623b6b6f1ff,2023-04-19,enviado,235.92,"[{""menuItemId"": ""d11560d69a6f4a34be8174d3"", ""quantity"": 2}]"
